svy_geoid,tsi6_mean,tsi6_se,fsi6_mean,fsi6_se,nhd_cohes_mean,nhd_cohes_se,prop_black_2024,poverty_rate_2024,median_income_2024,black_stratum_2024,poverty_stratum_2024,income_quartile_2024,pop_density_2024,region
24005402201,0.0731951138482621,0.0737761438827189,0.1463902276965242,0.14755231853224518,8.871787915360633,0.741480497833637,0.5232624928202183,0.1533508925958443,91852,> 50% to ≤ 75%,Low poverty,Q3,230.70408373635325,Baltimore County
24005402202,0,0,0,0,11.151104101939401,0.8609790150449386,0.3920595533498759,0.05229993698802773,138906,> 25% to ≤ 50%,Low poverty,Q4 (highest),202.31272091440727,Baltimore County
24005402302,3.476982082412745,1.2084616203172538,2.041817833033294,0.5029408098828282,8.116333269355085,0.1245556868988959,0.9019361778415202,0.12572254335260116,86050,> 90%,Low poverty,Q3,4979.031294555789,Baltimore County
24005402303,1.494781568799655,0.7895312993389738,1.5917471580269484,0.6344483228206581,10.565139644047889,0.6759028442430948,0.8159738439981317,0.04660950896336711,95348,> 75% to ≤ 90%,Low poverty,Q3,5811.548244901553,Baltimore County
24005402304,3.188922752121399,2.0439161916217783,1.2963389962564635,0.5111158993254022,8.997924803439926,1.5332987740198802,0.9542097488921714,0.1031628731894768,92337,> 90%,Low poverty,Q3,5690.293636777259,Baltimore County
24005402305,1.3161704231386304,1.0983519992795296,1.625723061105675,1.1596846542813757,7.281053013111226,1.2032673576585315,0.75046006624954,0.0666175929333824,48912,> 75% to ≤ 90%,Low poverty,Q1 (lowest),4369.931849654913,Baltimore County
24005402306,4.260274969139734,1.4983129982194536,1.4729207865713285,0.4697068733922923,9,0,0.8115612198452435,0.11961722488038277,52178,> 75% to ≤ 90%,Low poverty,Q1 (lowest),9111.418145484446,Baltimore County
24005402307,3.3080863468635364,1.6183253267901947,2.7735784685047307,1.158891828163936,11.219145797308512,1.9289030405950567,0.8096037609133647,0.12510997712475805,55966,> 75% to ≤ 90%,Low poverty,Q2,6918.976373347399,Baltimore County
24005402403,0,0,1.4310786375382056,0.575776306230145,12.862157275076411,1.1516319308025684,0.8664175618869687,0.1460093896713615,64976,> 75% to ≤ 90%,Low poverty,Q2,2709.7299674060173,Baltimore County
24005402404,2.014084942311088,1.5261951738654718,0.8893538820660452,0.6959653128939648,9.053324579806251,0.6091746806269737,0.6637752994630318,0.1765079365079365,59741,> 50% to ≤ 75%,Low poverty,Q2,7399.983180464225,Baltimore County
24005402405,5.568349992958652,1.9748438944259918,3.139859758807689,1.0791338419715524,7.540443410786881,1.0852773983854396,0.6100613496932515,0.056687116564417175,81875,> 50% to ≤ 75%,Low poverty,Q3,7471.371332255902,Baltimore County
24005402407,0.4657346406746062,0.4652422342574311,0.9377414443357832,1.0775779917139816,9,0,0.6364406779661017,0.057391304347826085,86378,> 50% to ≤ 75%,Low poverty,Q3,471.3319793644407,Baltimore County
24005402408,0,0,3,0,12,0,0.8541398541398542,0.06349206349206349,64583,> 75% to ≤ 90%,Low poverty,Q2,3586.103148410826,Baltimore County
24005402409,1.639298762099896,1.1441463073522715,4.38133064286183,1.1467700384263746,8.61323009161678,0.46217905602850146,0.854640628145762,0.03890020366598778,69661,> 75% to ≤ 90%,Low poverty,Q2,22322.523678639598,Baltimore County
24005402503,4.23300700416477,1.0085410555308945,4.553415766497072,0.6153018861017562,9.271854767785458,0.8110987494438664,0.7505003335557038,0.2277864719179273,51509,> 75% to ≤ 90%,High poverty,Q1 (lowest),3198.7891737439872,Baltimore County
24005402504,0.8597674818258385,0.647964539915114,0.8817301607624396,0.5293232916226517,10.912203669324327,0.8150711565710383,0.8397813288477712,0.07884777123633305,111352,> 75% to ≤ 90%,Low poverty,Q4 (highest),1547.4248340297256,Baltimore County
24005402505,1.8217807502211187,1.241467919079893,2.6371503984274742,1.3409804833660854,11.792798753837797,1.06926556240745,0.8895424836601307,0.10141122415490647,82014,> 75% to ≤ 90%,Low poverty,Q3,6325.650538393941,Baltimore County
24005402506,0.5878482300919277,0.2481777432409606,1.0614101184903275,0.5658892089512242,10.917622702312048,1.1584108238151307,0.807276736493936,0.039645625692137323,91630,> 75% to ≤ 90%,Low poverty,Q3,5127.988262763219,Baltimore County
24005402510,0.19118320688281112,0.14526895769918588,2.021341668659925,0.953962150472985,8.226296874890664,1.6435061899598211,0.7555188776562822,0.05120551090700345,86429,> 75% to ≤ 90%,Low poverty,Q3,6082.706344999347,Baltimore County
24005402511,0,0,0.3933215092493528,0.3673993803951677,10.008002791273004,1.4599922262640477,0.7967335058214747,0.013583441138421734,114432,> 75% to ≤ 90%,Low poverty,Q4 (highest),9841.624329999024,Baltimore County
24005402602,0,0,0,0,10,0,0.7311636201515826,0.06323396567299007,91125,> 50% to ≤ 75%,Low poverty,Q3,4693.000324750338,Baltimore County
